AnimalID,BirthDate,BirthFarm,DeathDate,DeathFarm,Species
A000003869,01/08/2013,F000000013,01/07/2013,F000000013,CATTLE
A000003870,01/08/2013,F000000013,01/07/2013,F000000013,CATTLE
A000003871,01/08/2013,F000000013,01/07/2013,F000000013,CATTLE
A000003872,01/08/2013,F000000013,01/07/2013,F000000013,CATTLE
A000003873,01/08/2013,F000000013,01/07/2013,F000000013,CATTLE
A000003878,01/08/2013,F000000016,01/07/2013,F000000016,CATTLE
A000003879,01/08/2013,F000000016,01/07/2013,F000000016,CATTLE
A000003880,01/08/2013,F000000016,01/07/2013,F000000016,CATTLE
A000003882,01/08/2013,F000000017,01/07/2013,F000000017,CATTLE
A000003883,01/08/2013,F000000019,01/07/2013,F000000019,CATTLE
A000003884,01/09/2013,F000000001,01/08/2013,F000000001,CATTLE
A000003885,01/09/2013,F000000001,01/08/2013,F000000001,CATTLE
A000003886,01/09/2013,F000000001,01/08/2013,F000000001,CATTLE
A000003887,01/09/2013,F000000001,01/08/2013,F000000001,CATTLE
A000003888,01/09/2013,F000000001,01/08/2013,F000000001,CATTLE
A000003889,01/09/2013,F000000001,01/08/2013,F000000001,CATTLE
A000003890,01/09/2013,F000000001,01/08/2013,F000000001,CATTLE
A000003891,01/09/2013,F000000001,01/08/2013,F000000001,CATTLE
A000003892,01/09/2013,F000000001,01/08/2013,F000000001,CATTLE
A000003893,01/09/2013,F000000002,01/08/2013,F000000002,CATTLE
A000003894,01/09/2013,F000000002,01/08/2013,F000000002,CATTLE
A000003895,01/09/2013,F000000002,01/08/2013,F000000002,CATTLE
A000003896,01/09/2013,F000000002,01/08/2013,F000000002,CATTLE
A000003897,01/09/2013,F000000002,01/08/2013,F000000002,CATTLE
A000003898,01/09/2013,F000000002,01/08/2013,F000000002,CATTLE
A000003899,01/09/2013,F000000002,01/08/2013,F000000002,CATTLE
A000003900,01/09/2013,F000000003,01/08/2013,F000000004,CATTLE
A000003901,01/09/2013,F000000003,01/08/2013,F000000004,CATTLE
A000003902,01/09/2013,F000000003,01/08/2013,F000000004,CATTLE
A000003956,01/09/2013,F000000012,01/08/2013,F000000004,CATTLE
A000003957,01/09/2013,F000000012,01/08/2013,F000000004,CATTLE
A000003958,01/09/2013,F000000012,01/08/2013,F000000004,CATTLE
A000003959,01/09/2013,F000000012,01/08/2013,F000000004,CATTLE
A000003960,01/09/2013,F000000012,01/08/2013,F000000004,CATTLE
A000003961,01/09/2013,F000000012,01/08/2013,F000000004,CATTLE
A000003962,01/09/2013,F000000012,01/08/2013,F000000004,CATTLE
A000003963,01/09/2013,F000000012,01/08/2013,F000000004,CATTLE
A000003933,01/09/2013,F000000008,01/08/2013,F000000004,CATTLE
A000003934,01/09/2013,F000000008,01/08/2013,F000000004,CATTLE
A000003935,01/09/2013,F000000008,01/08/2013,F000000004,CATTLE
A000003936,01/09/2013,F000000008,01/08/2013,F000000004,CATTLE
A000003937,01/09/2013,F000000008,01/08/2013,F000000004,CATTLE
A000003938,01/09/2013,F000000008,01/08/2013,F000000004,CATTLE
A000003909,01/09/2013,F000000005,01/08/2013,F000000005,CATTLE
A000003910,01/09/2013,F000000005,01/08/2013,F000000005,CATTLE
A000003911,01/09/2013,F000000005,01/08/2013,F000000005,CATTLE
A000003912,01/09/2013,F000000005,01/08/2013,F000000005,CATTLE
A000003913,01/09/2013,F000000005,01/08/2013,F000000005,CATTLE
A000003914,01/09/2013,F000000005,01/08/2013,F000000005,CATTLE
A000003915,01/09/2013,F000000005,01/08/2013,F000000005,CATTLE
A000003916,01/09/2013,F000000005,01/08/2013,F000000005,CATTLE
A000003917,01/09/2013,F000000005,01/08/2013,F000000005,CATTLE
A000003903,01/09/2013,F000000004,01/08/2013,F000000005,CATTLE
A000003904,01/09/2013,F000000004,01/08/2013,F000000005,CATTLE
A000003905,01/09/2013,F000000004,01/08/2013,F000000005,CATTLE
A000003906,01/09/2013,F000000004,01/08/2013,F000000005,CATTLE
A000003907,01/09/2013,F000000004,01/08/2013,F000000005,CATTLE
A000003908,01/09/2013,F000000004,01/08/2013,F000000005,CATTLE
A000003918,01/09/2013,F000000006,01/08/2013,F000000006,CATTLE
A000003919,01/09/2013,F000000006,01/08/2013,F000000006,CATTLE
A000003920,01/09/2013,F000000006,01/08/2013,F000000006,CATTLE
A000003921,01/09/2013,F000000006,01/08/2013,F000000006,CATTLE
A000003922,01/09/2013,F000000006,01/08/2013,F000000006,CATTLE
A000003923,01/09/2013,F000000006,01/08/2013,F000000006,CATTLE
A000003924,01/09/2013,F000000006,01/08/2013,F000000006,CATTLE
A000003925,01/09/2013,F000000006,01/08/2013,F000000006,CATTLE
A000003926,01/09/2013,F000000006,01/08/2013,F000000006,CATTLE
A000003976,01/09/2013,F000000015,01/08/2013,F000000007,CATTLE
A000003977,01/09/2013,F000000015,01/08/2013,F000000007,CATTLE
A000003978,01/09/2013,F000000015,01/08/2013,F000000007,CATTLE
A000003979,01/09/2013,F000000015,01/08/2013,F000000007,CATTLE
A000003980,01/09/2013,F000000015,01/08/2013,F000000007,CATTLE
A000003981,01/09/2013,F000000015,01/08/2013,F000000007,CATTLE
A000003982,01/09/2013,F000000015,01/08/2013,F000000007,CATTLE
A000003939,01/09/2013,F000000008,01/08/2013,F000000008,CATTLE
A000003940,01/09/2013,F000000008,01/08/2013,F000000008,CATTLE
A000003941,01/09/2013,F000000008,01/08/2013,F000000008,CATTLE
A000003927,01/09/2013,F000000007,01/08/2013,F000000008,CATTLE
A000003928,01/09/2013,F000000007,01/08/2013,F000000008,CATTLE
A000003929,01/09/2013,F000000007,01/08/2013,F000000008,CATTLE
A000003930,01/09/2013,F000000007,01/08/2013,F000000008,CATTLE
A000003931,01/09/2013,F000000007,01/08/2013,F000000008,CATTLE
A000003932,01/09/2013,F000000007,01/08/2013,F000000008,CATTLE
A000003942,01/09/2013,F000000009,01/08/2013,F000000009,CATTLE
A000003943,01/09/2013,F000000009,01/08/2013,F000000009,CATTLE
A000003944,01/09/2013,F000000010,01/08/2013,F000000010,CATTLE
A000003945,01/09/2013,F000000010,01/08/2013,F000000010,CATTLE
A000003946,01/09/2013,F000000010,01/08/2013,F000000010,CATTLE
A000003947,01/09/2013,F000000010,01/08/2013,F000000010,CATTLE
A000003948,01/09/2013,F000000010,01/08/2013,F000000010,CATTLE
A000003949,01/09/2013,F000000010,01/08/2013,F000000010,CATTLE
A000003950,01/09/2013,F000000010,01/08/2013,F000000010,CATTLE
A000003951,01/09/2013,F000000010,01/08/2013,F000000010,CATTLE
A000003952,01/09/2013,F000000011,01/08/2013,F000000011,CATTLE
A000003953,01/09/2013,F000000011,01/08/2013,F000000011,CATTLE
A000003954,01/09/2013,F000000011,01/08/2013,F000000011,CATTLE
A000003955,01/09/2013,F000000011,01/08/2013,F000000011,CATTLE
A000003964,01/09/2013,F000000013,01/08/2013,F000000013,CATTLE
A000003965,01/09/2013,F000000013,01/08/2013,F000000013,CATTLE
A000003966,01/09/2013,F000000013,01/08/2013,F000000013,CATTLE
A000003967,01/09/2013,F000000013,01/08/2013,F000000013,CATTLE
A000003968,01/09/2013,F000000013,01/08/2013,F000000013,CATTLE
A000003969,01/09/2013,F000000013,01/08/2013,F000000013,CATTLE
A000003970,01/09/2013,F000000013,01/08/2013,F000000013,CATTLE
A000003971,01/09/2013,F000000013,01/08/2013,F000000013,CATTLE
A000003972,01/09/2013,F000000013,01/08/2013,F000000013,CATTLE
A000003973,01/09/2013,F000000014,01/08/2013,F000000014,CATTLE
A000003974,01/09/2013,F000000014,01/08/2013,F000000014,CATTLE
A000003975,01/09/2013,F000000014,01/08/2013,F000000014,CATTLE
A000003983,01/09/2013,F000000016,01/08/2013,F000000016,CATTLE
A000003984,01/09/2013,F000000016,01/08/2013,F000000016,CATTLE
A000003985,01/09/2013,F000000016,01/08/2013,F000000016,CATTLE
A000003986,01/09/2013,F000000016,01/08/2013,F000000016,CATTLE
A000003987,01/09/2013,F000000016,01/08/2013,F000000016,CATTLE
A000003988,01/09/2013,F000000016,01/08/2013,F000000016,CATTLE
A000003989,01/09/2013,F000000016,01/08/2013,F000000016,CATTLE
A000003990,01/09/2013,F000000016,01/08/2013,F000000016,CATTLE
A000003991,01/09/2013,F000000017,01/08/2013,F000000017,CATTLE
A000003992,01/09/2013,F000000017,01/08/2013,F000000017,CATTLE
A000003993,01/09/2013,F000000017,01/08/2013,F000000017,CATTLE
A000003994,01/09/2013,F000000017,01/08/2013,F000000017,CATTLE
A000003995,01/09/2013,F000000017,01/08/2013,F000000017,CATTLE
A000003996,01/09/2013,F000000018,01/08/2013,F000000018,CATTLE
A000003997,01/09/2013,F000000018,01/08/2013,F000000018,CATTLE
A000003998,01/09/2013,F000000018,01/08/2013,F000000018,CATTLE
A000003999,01/09/2013,F000000018,01/08/2013,F000000018,CATTLE
A000004000,01/09/2013,F000000020,01/08/2013,F000000020,CATTLE
A000004001,01/10/2013,F000000001,01/09/2013,F000000001,CATTLE
A000004002,01/10/2013,F000000001,01/09/2013,F000000001,CATTLE
A000004003,01/10/2013,F000000001,01/09/2013,F000000001,CATTLE
A000004004,01/10/2013,F000000001,01/09/2013,F000000001,CATTLE
A000004005,01/10/2013,F000000001,01/09/2013,F000000001,CATTLE
A000004006,01/10/2013,F000000001,01/09/2013,F000000001,CATTLE
A000004007,01/10/2013,F000000001,01/09/2013,F000000001,CATTLE
A000004008,01/10/2013,F000000001,01/09/2013,F000000001,CATTLE
A000004009,01/10/2013,F000000001,01/09/2013,F000000001,CATTLE
A000004010,01/10/2013,F000000002,01/09/2013,F000000002,CATTLE
A000004011,01/10/2013,F000000003,01/09/2013,F000000004,CATTLE
A000004012,01/10/2013,F000000003,01/09/2013,F000000004,CATTLE
A000004013,01/10/2013,F000000003,01/09/2013,F000000004,CATTLE
A000004014,01/10/2013,F000000003,01/09/2013,F000000004,CATTLE
A000004015,01/10/2013,F000000003,01/09/2013,F000000004,CATTLE
A000004016,01/10/2013,F000000004,01/09/2013,F000000005,CATTLE
A000004017,01/10/2013,F000000004,01/09/2013,F000000005,CATTLE
A000004018,01/10/2013,F000000006,01/09/2013,F000000006,CATTLE
A000004019,01/10/2013,F000000006,01/09/2013,F000000006,CATTLE
A000004020,01/10/2013,F000000006,01/09/2013,F000000006,CATTLE
A000004021,01/10/2013,F000000006,01/09/2013,F000000006,CATTLE
A000004044,01/10/2013,F000000015,01/09/2013,F000000007,CATTLE
A000004045,01/10/2013,F000000015,01/09/2013,F000000007,CATTLE
A000004046,01/10/2013,F000000015,01/09/2013,F000000007,CATTLE
A000004022,01/10/2013,F000000007,01/09/2013,F000000008,CATTLE
A000004023,01/10/2013,F000000007,01/09/2013,F000000008,CATTLE
A000004024,01/10/2013,F000000009,01/09/2013,F000000009,CATTLE
A000004025,01/10/2013,F000000009,01/09/2013,F000000009,CATTLE
A000004026,01/10/2013,F000000009,01/09/2013,F000000009,CATTLE
A000004027,01/10/2013,F000000009,01/09/2013,F000000009,CATTLE
A000004028,01/10/2013,F000000009,01/09/2013,F000000009,CATTLE
A000004029,01/10/2013,F000000010,01/09/2013,F000000010,CATTLE
A000004030,01/10/2013,F000000010,01/09/2013,F000000010,CATTLE
A000004031,01/10/2013,F000000011,01/09/2013,F000000011,CATTLE
A000004032,01/10/2013,F000000011,01/09/2013,F000000011,CATTLE
A000004033,01/10/2013,F000000011,01/09/2013,F000000011,CATTLE
A000004034,01/10/2013,F000000012,01/09/2013,F000000012,CATTLE
A000004035,01/10/2013,F000000013,01/09/2013,F000000013,CATTLE
A000004036,01/10/2013,F000000013,01/09/2013,F000000013,CATTLE
A000004037,01/10/2013,F000000013,01/09/2013,F000000013,CATTLE
A000004038,01/10/2013,F000000013,01/09/2013,F000000013,CATTLE
A000004039,01/10/2013,F000000013,01/09/2013,F000000013,CATTLE
A000004040,01/10/2013,F000000013,01/09/2013,F000000013,CATTLE
A000004041,01/10/2013,F000000013,01/09/2013,F000000013,CATTLE
A000004042,01/10/2013,F000000014,01/09/2013,F000000014,CATTLE
A000004043,01/10/2013,F000000014,01/09/2013,F000000014,CATTLE
A000004047,01/10/2013,F000000016,01/09/2013,F000000016,CATTLE
A000004048,01/10/2013,F000000017,01/09/2013,F000000017,CATTLE
A000004049,01/10/2013,F000000017,01/09/2013,F000000017,CATTLE
A000004050,01/10/2013,F000000017,01/09/2013,F000000017,CATTLE
A000004051,01/10/2013,F000000017,01/09/2013,F000000017,CATTLE
A000004052,01/10/2013,F000000017,01/09/2013,F000000017,CATTLE
A000004053,01/10/2013,F000000017,01/09/2013,F000000017,CATTLE
A000004054,01/10/2013,F000000017,01/09/2013,F000000017,CATTLE
A000004055,01/10/2013,F000000017,01/09/2013,F000000017,CATTLE
A000004056,01/10/2013,F000000018,01/09/2013,F000000018,CATTLE
A000004057,01/10/2013,F000000018,01/09/2013,F000000018,CATTLE
A000004058,01/10/2013,F000000018,01/09/2013,F000000018,CATTLE
A000004059,01/10/2013,F000000018,01/09/2013,F000000018,CATTLE
A000004060,01/10/2013,F000000018,01/09/2013,F000000018,CATTLE
A000004061,01/10/2013,F000000018,01/09/2013,F000000018,CATTLE
A000004062,01/10/2013,F000000018,01/09/2013,F000000018,CATTLE
A000004063,01/10/2013,F000000018,01/09/2013,F000000018,CATTLE
A000004064,01/10/2013,F000000018,01/09/2013,F000000018,CATTLE
A000004065,01/10/2013,F000000019,01/09/2013,F000000019,CATTLE
A000004066,01/10/2013,F000000020,01/09/2013,F000000020,CATTLE
A000004067,01/10/2013,F000000020,01/09/2013,F000000020,CATTLE
A000004068,01/10/2013,F000000020,01/09/2013,F000000020,CATTLE
A000004069,01/10/2013,F000000020,01/09/2013,F000000020,CATTLE
A000004070,01/10/2013,F000000020,01/09/2013,F000000020,CATTLE
A000004071,01/10/2013,F000000020,01/09/2013,F000000020,CATTLE
A000004072,01/02/2014,F000000001,01/04/2014,F000000001,CATTLE
A000004073,01/02/2014,F000000001,01/04/2014,F000000001,CATTLE
A000004074,01/02/2014,F000000001,01/04/2014,F000000001,CATTLE
A000004075,01/02/2014,F000000001,01/04/2014,F000000001,CATTLE
A000004076,01/02/2014,F000000001,01/04/2014,F000000001,CATTLE
A000004077,01/02/2014,F000000001,01/04/2014,F000000001,CATTLE
A000004173,01/02/2014,F000000001,01/05/2014,F000000001,CATTLE
A000004174,01/02/2014,F000000001,01/05/2014,F000000001,CATTLE
A000004175,01/02/2014,F000000001,01/05/2014,F000000001,CATTLE
A000004176,01/02/2014,F000000001,01/05/2014,F000000001,CATTLE
A000004177,01/02/2014,F000000001,01/05/2014,F000000001,CATTLE
A000004270,01/02/2014,F000000001,01/06/2014,F000000001,CATTLE
A000004271,01/02/2014,F000000001,01/06/2014,F000000001,CATTLE
A000004272,01/02/2014,F000000001,01/06/2014,F000000001,CATTLE
A000004273,01/02/2014,F000000001,01/06/2014,F000000001,CATTLE
A000004274,01/02/2014,F000000001,01/06/2014,F000000001,CATTLE
A000004275,01/02/2014,F000000001,01/06/2014,F000000001,CATTLE
A000004276,01/02/2014,F000000001,01/06/2014,F000000001,CATTLE
A000004277,01/02/2014,F000000001,01/06/2014,F000000001,CATTLE
A000004278,01/02/2014,F000000001,01/06/2014,F000000001,CATTLE
A000004367,01/02/2014,F000000001,01/07/2014,F000000001,CATTLE
A000004368,01/02/2014,F000000001,01/07/2014,F000000001,CATTLE
A000004369,01/02/2014,F000000001,01/07/2014,F000000001,CATTLE
A000004456,01/02/2014,F000000001,01/08/2014,F000000001,CATTLE
A000004457,01/02/2014,F000000001,01/08/2014,F000000001,CATTLE
A000004458,01/02/2014,F000000001,01/08/2014,F000000001,CATTLE
A000004459,01/02/2014,F000000001,01/08/2014,F000000001,CATTLE
A000004460,01/02/2014,F000000001,01/08/2014,F000000001,CATTLE
A000004461,01/02/2014,F000000001,01/08/2014,F000000001,CATTLE
A000004462,01/02/2014,F000000001,01/08/2014,F000000001,CATTLE
A000004463,01/02/2014,F000000001,01/08/2014,F000000001,CATTLE
A000004639,01/02/2014,F000000001,01/04/2015,F000000001,CATTLE
A000004732,01/02/2014,F000000001,01/05/2015,F000000001,CATTLE
A000004733,01/02/2014,F000000001,01/05/2015,F000000001,CATTLE
A000004832,01/02/2014,F000000001,01/06/2015,F000000001,CATTLE
A000004833,01/02/2014,F000000001,01/06/2015,F000000001,CATTLE
A000004834,01/02/2014,F000000001,01/06/2015,F000000001,CATTLE
A000004835,01/02/2014,F000000001,01/06/2015,F000000001,CATTLE
A000004953,01/02/2014,F000000001,01/07/2015,F000000001,CATTLE
A000004954,01/02/2014,F000000001,01/07/2015,F000000001,CATTLE
A000004955,01/02/2014,F000000001,01/07/2015,F000000001,CATTLE
A000004956,01/02/2014,F000000001,01/07/2015,F000000001,CATTLE
A000004957,01/02/2014,F000000001,01/07/2015,F000000001,CATTLE
A000004958,01/02/2014,F000000001,01/07/2015,F000000001,CATTLE
A000005034,01/02/2014,F000000001,01/08/2015,F000000001,CATTLE
A000005035,01/02/2014,F000000001,01/08/2015,F000000001,CATTLE
A000005036,01/02/2014,F000000001,01/08/2015,F000000001,CATTLE
A000005132,01/02/2014,F000000001,01/09/2015,F000000001,CATTLE
A000005133,01/02/2014,F000000001,01/09/2015,F000000001,CATTLE
A000005206,01/02/2014,F000000001,01/04/2016,F000000001,CATTLE
A000005207,01/02/2014,F000000001,01/04/2016,F000000001,CATTLE
A000005208,01/02/2014,F000000001,01/04/2016,F000000001,CATTLE
A000005209,01/02/2014,F000000001,01/04/2016,F000000001,CATTLE
A000005302,01/02/2014,F000000001,01/05/2016,F000000001,CATTLE
A000005303,01/02/2014,F000000001,01/05/2016,F000000001,CATTLE
A000005304,01/02/2014,F000000001,01/05/2016,F000000001,CATTLE
A000005305,01/02/2014,F000000001,01/05/2016,F000000001,CATTLE
A000005306,01/02/2014,F000000001,01/05/2016,F000000001,CATTLE
A000005307,01/02/2014,F000000001,01/05/2016,F000000001,CATTLE
A000005308,01/02/2014,F000000001,01/05/2016,F000000001,CATTLE
A000005309,01/02/2014,F000000001,01/05/2016,F000000001,CATTLE
A000005310,01/02/2014,F000000001,01/05/2016,F000000001,CATTLE
A000005404,01/02/2014,F000000001,01/06/2016,F000000001,CATTLE
A000005505,01/02/2014,F000000001,01/07/2016,F000000001,CATTLE
A000005506,01/02/2014,F000000001,01/07/2016,F000000001,CATTLE
A000005507,01/02/2014,F000000001,01/07/2016,F000000001,CATTLE
A000005508,01/02/2014,F000000001,01/07/2016,F000000001,CATTLE
A000005509,01/02/2014,F000000001,01/07/2016,F000000001,CATTLE
A000005510,01/02/2014,F000000001,01/07/2016,F000000001,CATTLE
A000005511,01/02/2014,F000000001,01/07/2016,F000000001,CATTLE
A000005762,01/02/2014,F000000001,01/04/2017,F000000001,CATTLE
A000005763,01/02/2014,F000000001,01/04/2017,F000000001,CATTLE
A000005764,01/02/2014,F000000001,01/04/2017,F000000001,CATTLE
A000005765,01/02/2014,F000000001,01/04/2017,F000000001,CATTLE
A000005766,01/02/2014,F000000001,01/04/2017,F000000001,CATTLE
A000005767,01/02/2014,F000000001,01/04/2017,F000000001,CATTLE
A000005841,01/02/2014,F000000001,01/05/2017,F000000001,CATTLE
A000005842,01/02/2014,F000000001,01/05/2017,F000000001,CATTLE
A000005843,01/02/2014,F000000001,01/05/2017,F000000001,CATTLE
A000005844,01/02/2014,F000000001,01/05/2017,F000000001,CATTLE
A000005845,01/02/2014,F000000001,01/05/2017,F000000001,CATTLE
A000005846,01/02/2014,F000000001,01/05/2017,F000000001,CATTLE
A000005847,01/02/2014,F000000001,01/05/2017,F000000001,CATTLE
A000005848,01/02/2014,F000000001,01/05/2017,F000000001,CATTLE
A000005947,01/02/2014,F000000001,01/06/2017,F000000001,CATTLE
A000005948,01/02/2014,F000000001,01/06/2017,F000000001,CATTLE
A000005949,01/02/2014,F000000001,01/06/2017,F000000001,CATTLE
A000005950,01/02/2014,F000000001,01/06/2017,F000000001,CATTLE
A000005951,01/02/2014,F000000001,01/06/2017,F000000001,CATTLE
A000005952,01/02/2014,F000000001,01/06/2017,F000000001,CATTLE
A000005953,01/02/2014,F000000001,01/06/2017,F000000001,CATTLE
A000005954,01/02/2014,F000000001,01/06/2017,F000000001,CATTLE
A000006022,01/02/2014,F000000001,01/07/2017,F000000001,CATTLE
A000006023,01/02/2014,F000000001,01/07/2017,F000000001,CATTLE
A000006024,01/02/2014,F000000001,01/07/2017,F000000001,CATTLE
A000006025,01/02/2014,F000000001,01/07/2017,F000000001,CATTLE
A000006130,01/02/2014,F000000001,01/08/2017,F000000001,CATTLE
A000006131,01/02/2014,F000000001,01/08/2017,F000000001,CATTLE
A000006132,01/02/2014,F000000001,01/08/2017,F000000001,CATTLE
A000006133,01/02/2014,F000000001,01/08/2017,F000000001,CATTLE
A000006134,01/02/2014,F000000001,01/08/2017,F000000001,CATTLE
A000006135,01/02/2014,F000000001,01/08/2017,F000000001,CATTLE
A000006136,01/02/2014,F000000001,01/08/2017,F000000001,CATTLE
A000006137,01/02/2014,F000000001,01/08/2017,F000000001,CATTLE
A000006138,01/02/2014,F000000001,01/08/2017,F000000001,CATTLE
A000006220,01/02/2014,F000000001,01/09/2017,F000000001,CATTLE
A000006221,01/02/2014,F000000001,01/09/2017,F000000001,CATTLE
A000006222,01/02/2014,F000000001,01/09/2017,F000000001,CATTLE
A000006223,01/02/2014,F000000001,01/09/2017,F000000001,CATTLE
A000006224,01/02/2014,F000000001,01/09/2017,F000000001,CATTLE
A000006225,01/02/2014,F000000001,01/09/2017,F000000001,CATTLE
A000006226,01/02/2014,F000000001,01/09/2017,F000000001,CATTLE
A000006227,01/02/2014,F000000001,01/09/2017,F000000001,CATTLE
A000006340,01/02/2014,F000000001,01/04/2018,F000000001,CATTLE
A000006341,01/02/2014,F000000001,01/04/2018,F000000001,CATTLE
A000006342,01/02/2014,F000000001,01/04/2018,F000000001,CATTLE
A000006343,01/02/2014,F000000001,01/04/2018,F000000001,CATTLE
A000006435,01/02/2014,F000000001,01/05/2018,F000000001,CATTLE
A000006436,01/02/2014,F000000001,01/05/2018,F000000001,CATTLE
A000006437,01/02/2014,F000000001,01/05/2018,F000000001,CATTLE
A000006438,01/02/2014,F000000001,01/05/2018,F000000001,CATTLE
A000006542,01/02/2014,F000000001,01/06/2018,F000000001,CATTLE
A000006698,01/02/2014,F000000001,01/08/2018,F000000001,CATTLE
A000006699,01/02/2014,F000000001,01/08/2018,F000000001,CATTLE
A000006700,01/02/2014,F000000001,01/08/2018,F000000001,CATTLE
A000006701,01/02/2014,F000000001,01/08/2018,F000000001,CATTLE
A000006787,01/02/2014,F000000001,01/09/2018,F000000001,CATTLE
A000006788,01/02/2014,F000000001,01/09/2018,F000000001,CATTLE
A000006789,01/02/2014,F000000001,01/09/2018,F000000001,CATTLE
A000006790,01/02/2014,F000000001,01/09/2018,F000000001,CATTLE
A000006791,01/02/2014,F000000001,01/09/2018,F000000001,CATTLE
A000006792,01/02/2014,F000000001,01/09/2018,F000000001,CATTLE
A000006793,01/02/2014,F000000001,01/09/2018,F000000001,CATTLE
A000006794,01/02/2014,F000000001,01/09/2018,F000000001,CATTLE
A000006795,01/02/2014,F000000001,01/09/2018,F000000001,CATTLE
A000006977,01/02/2014,F000000001,01/05/2019,F000000001,CATTLE
A000006978,01/02/2014,F000000001,01/05/2019,F000000001,CATTLE
A000006979,01/02/2014,F000000001,01/05/2019,F000000001,CATTLE
A000006980,01/02/2014,F000000001,01/05/2019,F000000001,CATTLE
A000006981,01/02/2014,F000000001,01/05/2019,F000000001,CATTLE
A000006982,01/02/2014,F000000001,01/05/2019,F000000001,CATTLE
A000006983,01/02/2014,F000000001,01/05/2019,F000000001,CATTLE
A000006984,01/02/2014,F000000001,01/05/2019,F000000001,CATTLE
A000007094,01/02/2014,F000000001,01/06/2019,F000000001,CATTLE
A000007095,01/02/2014,F000000001,01/06/2019,F000000001,CATTLE
A000007199,01/02/2014,F000000001,01/07/2019,F000000001,CATTLE
A000007200,01/02/2014,F000000001,01/07/2019,F000000001,CATTLE
A000007201,01/02/2014,F000000001,01/07/2019,F000000001,CATTLE
A000007202,01/02/2014,F000000001,01/07/2019,F000000001,CATTLE
A000007203,01/02/2014,F000000001,01/07/2019,F000000001,CATTLE
A000007204,01/02/2014,F000000001,01/07/2019,F000000001,CATTLE
A000007205,01/02/2014,F000000001,01/07/2019,F000000001,CATTLE
A000007283,01/02/2014,F000000001,01/08/2019,F000000001,CATTLE
A000007284,01/02/2014,F000000001,01/08/2019,F000000001,CATTLE
A000007285,01/02/2014,F000000001,01/08/2019,F000000001,CATTLE
A000007286,01/02/2014,F000000001,01/08/2019,F000000001,CATTLE
A000007287,01/02/2014,F000000001,01/08/2019,F000000001,CATTLE
A000007475,01/02/2014,F000000001,01/04/2020,F000000001,CATTLE
A000007476,01/02/2014,F000000001,01/04/2020,F000000001,CATTLE
A000007477,01/02/2014,F000000001,01/04/2020,F000000001,CATTLE
A000007478,01/02/2014,F000000001,01/04/2020,F000000001,CATTLE
A000007564,01/02/2014,F000000001,01/05/2020,F000000001,CATTLE
A000007671,01/02/2014,F000000001,01/06/2020,F000000001,CATTLE
A000007672,01/02/2014,F000000001,01/06/2020,F000000001,CATTLE
A000007673,01/02/2014,F000000001,01/06/2020,F000000001,CATTLE
A000007674,01/02/2014,F000000001,01/06/2020,F000000001,CATTLE
A000007784,01/02/2014,F000000001,01/07/2020,F000000001,CATTLE
A000007785,01/02/2014,F000000001,01/07/2020,F000000001,CATTLE
A000007786,01/02/2014,F000000001,01/07/2020,F000000001,CATTLE
A000007787,01/02/2014,F000000001,01/07/2020,F000000001,CATTLE
A000007788,01/02/2014,F000000001,01/07/2020,F000000001,CATTLE
A000007789,01/02/2014,F000000001,01/07/2020,F000000001,CATTLE
A000007884,01/02/2014,F000000001,01/08/2020,F000000001,CATTLE
A000007885,01/02/2014,F000000001,01/08/2020,F000000001,CATTLE
A000007886,01/02/2014,F000000001,01/08/2020,F000000001,CATTLE
A000007887,01/02/2014,F000000001,01/08/2020,F000000001,CATTLE
A000007888,01/02/2014,F000000001,01/08/2020,F000000001,CATTLE
A000007889,01/02/2014,F000000001,01/08/2020,F000000001,CATTLE
A000007890,01/02/2014,F000000001,01/08/2020,F000000001,CATTLE
A000007891,01/02/2014,F000000001,01/08/2020,F000000001,CATTLE
A000007990,01/02/2014,F000000001,01/09/2020,F000000001,CATTLE
A000007991,01/02/2014,F000000001,01/09/2020,F000000001,CATTLE
A000007992,01/02/2014,F000000001,01/09/2020,F000000001,CATTLE
A000007993,01/02/2014,F000000001,01/09/2020,F000000001,CATTLE
A000007994,01/02/2014,F000000001,01/09/2020,F000000001,CATTLE
A000007995,01/02/2014,F000000001,01/09/2020,F000000001,CATTLE
A000008061,01/02/2014,F000000001,01/04/2021,F000000001,CATTLE
A000008062,01/02/2014,F000000001,01/04/2021,F000000001,CATTLE
A000008063,01/02/2014,F000000001,01/04/2021,F000000001,CATTLE
A000008064,01/02/2014,F000000001,01/04/2021,F000000001,CATTLE
A000008065,01/02/2014,F000000001,01/04/2021,F000000001,CATTLE
A000008066,01/02/2014,F000000001,01/04/2021,F000000001,CATTLE
A000008067,01/02/2014,F000000001,01/04/2021,F000000001,CATTLE
A000008068,01/02/2014,F000000001,01/04/2021,F000000001,CATTLE
A000008069,01/02/2014,F000000001,01/04/2021,F000000001,CATTLE
A000008129,01/02/2014,F000000001,01/05/2021,F000000001,CATTLE
A000008130,01/02/2014,F000000001,01/05/2021,F000000001,CATTLE
A000008221,01/02/2014,F000000001,01/06/2021,F000000001,CATTLE
A000008222,01/02/2014,F000000001,01/06/2021,F000000001,CATTLE
A000008223,01/02/2014,F000000001,01/06/2021,F000000001,CATTLE
A000008224,01/02/2014,F000000001,01/06/2021,F000000001,CATTLE
