AnimalID,Species,FarmID,Date,Type
A000002131,CATTLE,F000000017,01/04/2005,ON
A000002131,CATTLE,F000000016,01/04/2005,OFF
A000002132,CATTLE,F000000017,01/04/2005,ON
A000002132,CATTLE,F000000016,01/04/2005,OFF
A000002133,CATTLE,F000000017,01/04/2005,ON
A000002133,CATTLE,F000000016,01/04/2005,OFF
A000002213,CATTLE,F000000017,01/04/2005,ON
A000002213,CATTLE,F000000016,01/04/2005,OFF
A000002214,CATTLE,F000000017,01/04/2005,ON
A000002214,CATTLE,F000000016,01/04/2005,OFF
A000002215,CATTLE,F000000017,01/04/2005,ON
A000002215,CATTLE,F000000016,01/04/2005,OFF
A000002281,CATTLE,F000000017,01/04/2005,ON
A000002281,CATTLE,F000000016,01/04/2005,OFF
A000002282,CATTLE,F000000017,01/04/2005,ON
A000002282,CATTLE,F000000016,01/04/2005,OFF
A000002283,CATTLE,F000000017,01/04/2005,ON
A000002283,CATTLE,F000000016,01/04/2005,OFF
A000002284,CATTLE,F000000017,01/04/2005,ON
A000002284,CATTLE,F000000016,01/04/2005,OFF
A000002285,CATTLE,F000000017,01/04/2005,ON
A000002285,CATTLE,F000000016,01/04/2005,OFF
A000002365,CATTLE,F000000017,01/04/2005,ON
A000002365,CATTLE,F000000016,01/04/2005,OFF
A000002366,CATTLE,F000000017,01/04/2005,ON
A000002366,CATTLE,F000000016,01/04/2005,OFF
A000002367,CATTLE,F000000017,01/04/2005,ON
A000002367,CATTLE,F000000016,01/04/2005,OFF
A000002368,CATTLE,F000000017,01/04/2005,ON
A000002368,CATTLE,F000000016,01/04/2005,OFF
A000002369,CATTLE,F000000017,01/04/2005,ON
A000002369,CATTLE,F000000016,01/04/2005,OFF
A000004639,CATTLE,F000000001,01/05/2005,BIRTH
A000004640,CATTLE,F000000002,01/05/2005,BIRTH
A000004641,CATTLE,F000000002,01/05/2005,BIRTH
A000004642,CATTLE,F000000002,01/05/2005,BIRTH
A000004643,CATTLE,F000000003,01/05/2005,BIRTH
A000004644,CATTLE,F000000003,01/05/2005,BIRTH
A000004645,CATTLE,F000000004,01/05/2005,BIRTH
A000004646,CATTLE,F000000005,01/05/2005,BIRTH
A000004647,CATTLE,F000000005,01/05/2005,BIRTH
A000004648,CATTLE,F000000005,01/05/2005,BIRTH
A000004649,CATTLE,F000000005,01/05/2005,BIRTH
A000004650,CATTLE,F000000005,01/05/2005,BIRTH
A000004651,CATTLE,F000000005,01/05/2005,BIRTH
A000004652,CATTLE,F000000006,01/05/2005,BIRTH
A000004653,CATTLE,F000000006,01/05/2005,BIRTH
A000004654,CATTLE,F000000006,01/05/2005,BIRTH
A000004655,CATTLE,F000000006,01/05/2005,BIRTH
A000004656,CATTLE,F000000006,01/05/2005,BIRTH
A000004657,CATTLE,F000000006,01/05/2005,BIRTH
A000004658,CATTLE,F000000007,01/05/2005,BIRTH
A000004659,CATTLE,F000000007,01/05/2005,BIRTH
A000004660,CATTLE,F000000007,01/05/2005,BIRTH
A000004661,CATTLE,F000000007,01/05/2005,BIRTH
A000004662,CATTLE,F000000007,01/05/2005,BIRTH
A000004663,CATTLE,F000000007,01/05/2005,BIRTH
A000004664,CATTLE,F000000008,01/05/2005,BIRTH
A000004665,CATTLE,F000000008,01/05/2005,BIRTH
A000004666,CATTLE,F000000009,01/05/2005,BIRTH
A000004667,CATTLE,F000000009,01/05/2005,BIRTH
A000004668,CATTLE,F000000009,01/05/2005,BIRTH
A000004669,CATTLE,F000000009,01/05/2005,BIRTH
A000004670,CATTLE,F000000009,01/05/2005,BIRTH
A000004671,CATTLE,F000000009,01/05/2005,BIRTH
A000004672,CATTLE,F000000010,01/05/2005,BIRTH
A000004673,CATTLE,F000000010,01/05/2005,BIRTH
A000004674,CATTLE,F000000010,01/05/2005,BIRTH
A000004675,CATTLE,F000000010,01/05/2005,BIRTH
A000004676,CATTLE,F000000010,01/05/2005,BIRTH
A000004677,CATTLE,F000000010,01/05/2005,BIRTH
A000004678,CATTLE,F000000011,01/05/2005,BIRTH
A000004679,CATTLE,F000000011,01/05/2005,BIRTH
A000004680,CATTLE,F000000011,01/05/2005,BIRTH
A000004681,CATTLE,F000000011,01/05/2005,BIRTH
A000004682,CATTLE,F000000011,01/05/2005,BIRTH
A000004683,CATTLE,F000000011,01/05/2005,BIRTH
A000004684,CATTLE,F000000012,01/05/2005,BIRTH
A000004685,CATTLE,F000000013,01/05/2005,BIRTH
A000004686,CATTLE,F000000013,01/05/2005,BIRTH
A000004687,CATTLE,F000000013,01/05/2005,BIRTH
A000004688,CATTLE,F000000013,01/05/2005,BIRTH
A000004689,CATTLE,F000000013,01/05/2005,BIRTH
A000004690,CATTLE,F000000013,01/05/2005,BIRTH
A000004691,CATTLE,F000000013,01/05/2005,BIRTH
A000004692,CATTLE,F000000013,01/05/2005,BIRTH
A000004693,CATTLE,F000000014,01/05/2005,BIRTH
A000004694,CATTLE,F000000014,01/05/2005,BIRTH
A000004695,CATTLE,F000000014,01/05/2005,BIRTH
A000004696,CATTLE,F000000014,01/05/2005,BIRTH
A000004697,CATTLE,F000000014,01/05/2005,BIRTH
A000004698,CATTLE,F000000014,01/05/2005,BIRTH
A000004699,CATTLE,F000000014,01/05/2005,BIRTH
A000004700,CATTLE,F000000014,01/05/2005,BIRTH
A000004701,CATTLE,F000000015,01/05/2005,BIRTH
A000004702,CATTLE,F000000015,01/05/2005,BIRTH
A000004703,CATTLE,F000000015,01/05/2005,BIRTH
A000004704,CATTLE,F000000015,01/05/2005,BIRTH
A000004705,CATTLE,F000000015,01/05/2005,BIRTH
A000004706,CATTLE,F000000015,01/05/2005,BIRTH
A000004707,CATTLE,F000000015,01/05/2005,BIRTH
A000004708,CATTLE,F000000016,01/05/2005,BIRTH
A000004709,CATTLE,F000000016,01/05/2005,BIRTH
A000004710,CATTLE,F000000016,01/05/2005,BIRTH
A000004711,CATTLE,F000000016,01/05/2005,BIRTH
A000004712,CATTLE,F000000017,01/05/2005,BIRTH
A000004713,CATTLE,F000000017,01/05/2005,BIRTH
A000004714,CATTLE,F000000017,01/05/2005,BIRTH
A000004715,CATTLE,F000000018,01/05/2005,BIRTH
A000004716,CATTLE,F000000018,01/05/2005,BIRTH
A000004717,CATTLE,F000000018,01/05/2005,BIRTH
A000004718,CATTLE,F000000018,01/05/2005,BIRTH
A000004719,CATTLE,F000000018,01/05/2005,BIRTH
A000004720,CATTLE,F000000018,01/05/2005,BIRTH
A000004721,CATTLE,F000000019,01/05/2005,BIRTH
A000004722,CATTLE,F000000019,01/05/2005,BIRTH
A000004723,CATTLE,F000000019,01/05/2005,BIRTH
A000004724,CATTLE,F000000019,01/05/2005,BIRTH
A000004725,CATTLE,F000000019,01/05/2005,BIRTH
A000004726,CATTLE,F000000019,01/05/2005,BIRTH
A000004727,CATTLE,F000000019,01/05/2005,BIRTH
A000004728,CATTLE,F000000019,01/05/2005,BIRTH
A000004729,CATTLE,F000000020,01/05/2005,BIRTH
A000004730,CATTLE,F000000020,01/05/2005,BIRTH
A000004731,CATTLE,F000000020,01/05/2005,BIRTH
A000004732,CATTLE,F000000001,01/06/2005,BIRTH
A000004733,CATTLE,F000000001,01/06/2005,BIRTH
A000004734,CATTLE,F000000002,01/06/2005,BIRTH
A000004735,CATTLE,F000000002,01/06/2005,BIRTH
A000004736,CATTLE,F000000002,01/06/2005,BIRTH
A000004737,CATTLE,F000000002,01/06/2005,BIRTH
A000004738,CATTLE,F000000003,01/06/2005,BIRTH
A000004739,CATTLE,F000000003,01/06/2005,BIRTH
A000004740,CATTLE,F000000003,01/06/2005,BIRTH
A000004741,CATTLE,F000000003,01/06/2005,BIRTH
A000004742,CATTLE,F000000003,01/06/2005,BIRTH
A000004743,CATTLE,F000000004,01/06/2005,BIRTH
A000004744,CATTLE,F000000005,01/06/2005,BIRTH
A000004745,CATTLE,F000000005,01/06/2005,BIRTH
A000004746,CATTLE,F000000005,01/06/2005,BIRTH
A000004747,CATTLE,F000000005,01/06/2005,BIRTH
A000004748,CATTLE,F000000005,01/06/2005,BIRTH
A000004749,CATTLE,F000000005,01/06/2005,BIRTH
A000004750,CATTLE,F000000006,01/06/2005,BIRTH
A000004751,CATTLE,F000000006,01/06/2005,BIRTH
A000004752,CATTLE,F000000006,01/06/2005,BIRTH
A000004753,CATTLE,F000000007,01/06/2005,BIRTH
A000004754,CATTLE,F000000007,01/06/2005,BIRTH
A000004755,CATTLE,F000000007,01/06/2005,BIRTH
A000004756,CATTLE,F000000007,01/06/2005,BIRTH
A000004757,CATTLE,F000000007,01/06/2005,BIRTH
A000004758,CATTLE,F000000007,01/06/2005,BIRTH
A000004759,CATTLE,F000000007,01/06/2005,BIRTH
A000004760,CATTLE,F000000007,01/06/2005,BIRTH
A000004761,CATTLE,F000000008,01/06/2005,BIRTH
A000004762,CATTLE,F000000008,01/06/2005,BIRTH
A000004763,CATTLE,F000000008,01/06/2005,BIRTH
A000004764,CATTLE,F000000008,01/06/2005,BIRTH
A000004765,CATTLE,F000000008,01/06/2005,BIRTH
A000004766,CATTLE,F000000008,01/06/2005,BIRTH
A000004767,CATTLE,F000000008,01/06/2005,BIRTH
A000004768,CATTLE,F000000009,01/06/2005,BIRTH
A000004769,CATTLE,F000000009,01/06/2005,BIRTH
A000004770,CATTLE,F000000009,01/06/2005,BIRTH
A000004771,CATTLE,F000000009,01/06/2005,BIRTH
A000004772,CATTLE,F000000010,01/06/2005,BIRTH
A000004773,CATTLE,F000000010,01/06/2005,BIRTH
A000004774,CATTLE,F000000010,01/06/2005,BIRTH
A000004775,CATTLE,F000000010,01/06/2005,BIRTH
A000004776,CATTLE,F000000010,01/06/2005,BIRTH
A000004777,CATTLE,F000000010,01/06/2005,BIRTH
A000004778,CATTLE,F000000012,01/06/2005,BIRTH
A000004779,CATTLE,F000000012,01/06/2005,BIRTH
A000004780,CATTLE,F000000012,01/06/2005,BIRTH
A000004781,CATTLE,F000000012,01/06/2005,BIRTH
A000004782,CATTLE,F000000012,01/06/2005,BIRTH
A000004783,CATTLE,F000000012,01/06/2005,BIRTH
A000004784,CATTLE,F000000013,01/06/2005,BIRTH
A000004785,CATTLE,F000000013,01/06/2005,BIRTH
A000004786,CATTLE,F000000013,01/06/2005,BIRTH
A000004787,CATTLE,F000000014,01/06/2005,BIRTH
A000004788,CATTLE,F000000014,01/06/2005,BIRTH
A000004789,CATTLE,F000000015,01/06/2005,BIRTH
A000004790,CATTLE,F000000015,01/06/2005,BIRTH
A000004791,CATTLE,F000000015,01/06/2005,BIRTH
A000004792,CATTLE,F000000015,01/06/2005,BIRTH
A000004793,CATTLE,F000000015,01/06/2005,BIRTH
A000004794,CATTLE,F000000015,01/06/2005,BIRTH
A000004795,CATTLE,F000000015,01/06/2005,BIRTH
A000004796,CATTLE,F000000015,01/06/2005,BIRTH
A000004797,CATTLE,F000000015,01/06/2005,BIRTH
A000004798,CATTLE,F000000016,01/06/2005,BIRTH
A000004799,CATTLE,F000000016,01/06/2005,BIRTH
A000004800,CATTLE,F000000016,01/06/2005,BIRTH
A000004801,CATTLE,F000000016,01/06/2005,BIRTH
A000004802,CATTLE,F000000016,01/06/2005,BIRTH
A000004803,CATTLE,F000000016,01/06/2005,BIRTH
A000004804,CATTLE,F000000017,01/06/2005,BIRTH
A000004805,CATTLE,F000000017,01/06/2005,BIRTH
A000004806,CATTLE,F000000017,01/06/2005,BIRTH
A000004807,CATTLE,F000000017,01/06/2005,BIRTH
A000004808,CATTLE,F000000017,01/06/2005,BIRTH
A000004809,CATTLE,F000000017,01/06/2005,BIRTH
A000004810,CATTLE,F000000018,01/06/2005,BIRTH
A000004811,CATTLE,F000000018,01/06/2005,BIRTH
A000004812,CATTLE,F000000018,01/06/2005,BIRTH
A000004813,CATTLE,F000000018,01/06/2005,BIRTH
A000004814,CATTLE,F000000018,01/06/2005,BIRTH
A000004815,CATTLE,F000000019,01/06/2005,BIRTH
A000004816,CATTLE,F000000019,01/06/2005,BIRTH
A000004817,CATTLE,F000000019,01/06/2005,BIRTH
A000004818,CATTLE,F000000019,01/06/2005,BIRTH
A000004819,CATTLE,F000000019,01/06/2005,BIRTH
A000004820,CATTLE,F000000019,01/06/2005,BIRTH
A000004821,CATTLE,F000000019,01/06/2005,BIRTH
A000004822,CATTLE,F000000019,01/06/2005,BIRTH
A000004823,CATTLE,F000000019,01/06/2005,BIRTH
A000004824,CATTLE,F000000020,01/06/2005,BIRTH
A000004825,CATTLE,F000000020,01/06/2005,BIRTH
A000004826,CATTLE,F000000020,01/06/2005,BIRTH
A000004827,CATTLE,F000000020,01/06/2005,BIRTH
A000004828,CATTLE,F000000020,01/06/2005,BIRTH
A000004829,CATTLE,F000000020,01/06/2005,BIRTH
A000004830,CATTLE,F000000020,01/06/2005,BIRTH
A000004831,CATTLE,F000000020,01/06/2005,BIRTH
A000004832,CATTLE,F000000001,01/07/2005,BIRTH
A000004833,CATTLE,F000000001,01/07/2005,BIRTH
A000004834,CATTLE,F000000001,01/07/2005,BIRTH
A000004835,CATTLE,F000000001,01/07/2005,BIRTH
A000004836,CATTLE,F000000002,01/07/2005,BIRTH
A000004837,CATTLE,F000000002,01/07/2005,BIRTH
A000004838,CATTLE,F000000002,01/07/2005,BIRTH
A000004839,CATTLE,F000000002,01/07/2005,BIRTH
A000004840,CATTLE,F000000002,01/07/2005,BIRTH
A000004841,CATTLE,F000000002,01/07/2005,BIRTH
A000004842,CATTLE,F000000002,01/07/2005,BIRTH
A000004843,CATTLE,F000000002,01/07/2005,BIRTH
A000004844,CATTLE,F000000002,01/07/2005,BIRTH
A000004845,CATTLE,F000000003,01/07/2005,BIRTH
A000004846,CATTLE,F000000003,01/07/2005,BIRTH
A000004847,CATTLE,F000000003,01/07/2005,BIRTH
A000004848,CATTLE,F000000003,01/07/2005,BIRTH
A000004849,CATTLE,F000000003,01/07/2005,BIRTH
A000004850,CATTLE,F000000003,01/07/2005,BIRTH
A000004851,CATTLE,F000000003,01/07/2005,BIRTH
A000004852,CATTLE,F000000004,01/07/2005,BIRTH
A000004853,CATTLE,F000000004,01/07/2005,BIRTH
A000004854,CATTLE,F000000004,01/07/2005,BIRTH
A000004855,CATTLE,F000000004,01/07/2005,BIRTH
A000004856,CATTLE,F000000004,01/07/2005,BIRTH
A000004857,CATTLE,F000000004,01/07/2005,BIRTH
A000004858,CATTLE,F000000004,01/07/2005,BIRTH
A000004859,CATTLE,F000000004,01/07/2005,BIRTH
A000004860,CATTLE,F000000004,01/07/2005,BIRTH
A000004861,CATTLE,F000000005,01/07/2005,BIRTH
A000004862,CATTLE,F000000006,01/07/2005,BIRTH
A000004863,CATTLE,F000000007,01/07/2005,BIRTH
A000004864,CATTLE,F000000007,01/07/2005,BIRTH
A000004865,CATTLE,F000000008,01/07/2005,BIRTH
A000004866,CATTLE,F000000008,01/07/2005,BIRTH
A000004867,CATTLE,F000000008,01/07/2005,BIRTH
A000004868,CATTLE,F000000008,01/07/2005,BIRTH
A000004869,CATTLE,F000000008,01/07/2005,BIRTH
A000004870,CATTLE,F000000008,01/07/2005,BIRTH
A000004871,CATTLE,F000000008,01/07/2005,BIRTH
A000004872,CATTLE,F000000008,01/07/2005,BIRTH
A000004873,CATTLE,F000000008,01/07/2005,BIRTH
A000004874,CATTLE,F000000009,01/07/2005,BIRTH
A000004875,CATTLE,F000000009,01/07/2005,BIRTH
A000004876,CATTLE,F000000009,01/07/2005,BIRTH
A000004877,CATTLE,F000000009,01/07/2005,BIRTH
A000004878,CATTLE,F000000009,01/07/2005,BIRTH
A000004879,CATTLE,F000000009,01/07/2005,BIRTH
A000004880,CATTLE,F000000009,01/07/2005,BIRTH
A000004881,CATTLE,F000000010,01/07/2005,BIRTH
A000004882,CATTLE,F000000010,01/07/2005,BIRTH
A000004883,CATTLE,F000000010,01/07/2005,BIRTH
A000004884,CATTLE,F000000010,01/07/2005,BIRTH
A000004885,CATTLE,F000000010,01/07/2005,BIRTH
A000004886,CATTLE,F000000010,01/07/2005,BIRTH
A000004887,CATTLE,F000000010,01/07/2005,BIRTH
A000004888,CATTLE,F000000010,01/07/2005,BIRTH
A000004889,CATTLE,F000000010,01/07/2005,BIRTH
A000004890,CATTLE,F000000011,01/07/2005,BIRTH
A000004891,CATTLE,F000000011,01/07/2005,BIRTH
A000004892,CATTLE,F000000011,01/07/2005,BIRTH
A000004893,CATTLE,F000000011,01/07/2005,BIRTH
A000004894,CATTLE,F000000011,01/07/2005,BIRTH
A000004895,CATTLE,F000000011,01/07/2005,BIRTH
A000004896,CATTLE,F000000012,01/07/2005,BIRTH
A000004897,CATTLE,F000000012,01/07/2005,BIRTH
A000004898,CATTLE,F000000012,01/07/2005,BIRTH
A000004899,CATTLE,F000000012,01/07/2005,BIRTH
A000004900,CATTLE,F000000012,01/07/2005,BIRTH
A000004901,CATTLE,F000000012,01/07/2005,BIRTH
A000004902,CATTLE,F000000012,01/07/2005,BIRTH
A000004903,CATTLE,F000000012,01/07/2005,BIRTH
A000004904,CATTLE,F000000012,01/07/2005,BIRTH
A000004905,CATTLE,F000000013,01/07/2005,BIRTH
A000004906,CATTLE,F000000013,01/07/2005,BIRTH
A000004907,CATTLE,F000000013,01/07/2005,BIRTH
A000004908,CATTLE,F000000013,01/07/2005,BIRTH
A000004909,CATTLE,F000000013,01/07/2005,BIRTH
A000004910,CATTLE,F000000013,01/07/2005,BIRTH
A000004911,CATTLE,F000000013,01/07/2005,BIRTH
A000004912,CATTLE,F000000013,01/07/2005,BIRTH
A000004913,CATTLE,F000000014,01/07/2005,BIRTH
A000004914,CATTLE,F000000014,01/07/2005,BIRTH
A000004915,CATTLE,F000000014,01/07/2005,BIRTH
A000004916,CATTLE,F000000014,01/07/2005,BIRTH
A000004917,CATTLE,F000000015,01/07/2005,BIRTH
A000004918,CATTLE,F000000015,01/07/2005,BIRTH
A000004919,CATTLE,F000000016,01/07/2005,BIRTH
A000004920,CATTLE,F000000016,01/07/2005,BIRTH
A000004921,CATTLE,F000000016,01/07/2005,BIRTH
A000004922,CATTLE,F000000016,01/07/2005,BIRTH
A000004923,CATTLE,F000000016,01/07/2005,BIRTH
A000004924,CATTLE,F000000016,01/07/2005,BIRTH
A000004925,CATTLE,F000000016,01/07/2005,BIRTH
A000004926,CATTLE,F000000017,01/07/2005,BIRTH
A000004927,CATTLE,F000000017,01/07/2005,BIRTH
A000004928,CATTLE,F000000017,01/07/2005,BIRTH
A000004929,CATTLE,F000000017,01/07/2005,BIRTH
A000004930,CATTLE,F000000018,01/07/2005,BIRTH
A000004931,CATTLE,F000000018,01/07/2005,BIRTH
A000004932,CATTLE,F000000018,01/07/2005,BIRTH
A000004933,CATTLE,F000000018,01/07/2005,BIRTH
A000004934,CATTLE,F000000018,01/07/2005,BIRTH
A000004935,CATTLE,F000000018,01/07/2005,BIRTH
A000004936,CATTLE,F000000018,01/07/2005,BIRTH
A000004937,CATTLE,F000000018,01/07/2005,BIRTH
A000004938,CATTLE,F000000018,01/07/2005,BIRTH
A000004939,CATTLE,F000000019,01/07/2005,BIRTH
A000004940,CATTLE,F000000019,01/07/2005,BIRTH
A000004941,CATTLE,F000000019,01/07/2005,BIRTH
A000004942,CATTLE,F000000019,01/07/2005,BIRTH
A000004943,CATTLE,F000000019,01/07/2005,BIRTH
A000004944,CATTLE,F000000019,01/07/2005,BIRTH
A000004945,CATTLE,F000000019,01/07/2005,BIRTH
A000004946,CATTLE,F000000019,01/07/2005,BIRTH
A000004947,CATTLE,F000000019,01/07/2005,BIRTH
A000004948,CATTLE,F000000020,01/07/2005,BIRTH
A000004949,CATTLE,F000000020,01/07/2005,BIRTH
A000004950,CATTLE,F000000020,01/07/2005,BIRTH
A000004951,CATTLE,F000000020,01/07/2005,BIRTH
A000004952,CATTLE,F000000020,01/07/2005,BIRTH
A000002072,CATTLE,F000000018,01/07/2005,ON
A000002072,CATTLE,F000000020,01/07/2005,OFF
A000002073,CATTLE,F000000018,01/07/2005,ON
A000002073,CATTLE,F000000020,01/07/2005,OFF
A000002155,CATTLE,F000000018,01/07/2005,ON
A000002155,CATTLE,F000000020,01/07/2005,OFF
A000002228,CATTLE,F000000018,01/07/2005,ON
A000002228,CATTLE,F000000020,01/07/2005,OFF
A000002229,CATTLE,F000000018,01/07/2005,ON
A000002229,CATTLE,F000000020,01/07/2005,OFF
A000002230,CATTLE,F000000018,01/07/2005,ON
A000002230,CATTLE,F000000020,01/07/2005,OFF
A000002231,CATTLE,F000000018,01/07/2005,ON
A000002231,CATTLE,F000000020,01/07/2005,OFF
A000002232,CATTLE,F000000018,01/07/2005,ON
A000002232,CATTLE,F000000020,01/07/2005,OFF
A000004953,CATTLE,F000000001,01/08/2005,BIRTH
A000004954,CATTLE,F000000001,01/08/2005,BIRTH
A000004955,CATTLE,F000000001,01/08/2005,BIRTH
A000004956,CATTLE,F000000001,01/08/2005,BIRTH
A000004957,CATTLE,F000000001,01/08/2005,BIRTH
A000004958,CATTLE,F000000001,01/08/2005,BIRTH
A000004959,CATTLE,F000000002,01/08/2005,BIRTH
A000004960,CATTLE,F000000002,01/08/2005,BIRTH
A000004961,CATTLE,F000000003,01/08/2005,BIRTH
A000004962,CATTLE,F000000003,01/08/2005,BIRTH
A000004963,CATTLE,F000000003,01/08/2005,BIRTH
A000004964,CATTLE,F000000003,01/08/2005,BIRTH
A000004965,CATTLE,F000000003,01/08/2005,BIRTH
A000004966,CATTLE,F000000005,01/08/2005,BIRTH
A000004967,CATTLE,F000000005,01/08/2005,BIRTH
A000004968,CATTLE,F000000005,01/08/2005,BIRTH
A000004969,CATTLE,F000000005,01/08/2005,BIRTH
A000004970,CATTLE,F000000005,01/08/2005,BIRTH
A000004971,CATTLE,F000000006,01/08/2005,BIRTH
A000004972,CATTLE,F000000006,01/08/2005,BIRTH
A000004973,CATTLE,F000000006,01/08/2005,BIRTH
A000004974,CATTLE,F000000006,01/08/2005,BIRTH
A000004975,CATTLE,F000000006,01/08/2005,BIRTH
A000004976,CATTLE,F000000006,01/08/2005,BIRTH
A000004977,CATTLE,F000000006,01/08/2005,BIRTH
A000004978,CATTLE,F000000006,01/08/2005,BIRTH
A000004979,CATTLE,F000000006,01/08/2005,BIRTH
A000004980,CATTLE,F000000007,01/08/2005,BIRTH
A000004981,CATTLE,F000000008,01/08/2005,BIRTH
A000004982,CATTLE,F000000008,01/08/2005,BIRTH
A000004983,CATTLE,F000000008,01/08/2005,BIRTH
A000004984,CATTLE,F000000008,01/08/2005,BIRTH
A000004985,CATTLE,F000000008,01/08/2005,BIRTH
A000004986,CATTLE,F000000008,01/08/2005,BIRTH
A000004987,CATTLE,F000000008,01/08/2005,BIRTH
A000004988,CATTLE,F000000008,01/08/2005,BIRTH
A000004989,CATTLE,F000000010,01/08/2005,BIRTH
A000004990,CATTLE,F000000010,01/08/2005,BIRTH
A000004991,CATTLE,F000000010,01/08/2005,BIRTH
A000004992,CATTLE,F000000010,01/08/2005,BIRTH
A000004993,CATTLE,F000000010,01/08/2005,BIRTH
A000004994,CATTLE,F000000010,01/08/2005,BIRTH
A000004995,CATTLE,F000000010,01/08/2005,BIRTH
A000004996,CATTLE,F000000011,01/08/2005,BIRTH
A000004997,CATTLE,F000000011,01/08/2005,BIRTH
A000004998,CATTLE,F000000011,01/08/2005,BIRTH
A000004999,CATTLE,F000000011,01/08/2005,BIRTH
A000005000,CATTLE,F000000011,01/08/2005,BIRTH
A000005001,CATTLE,F000000011,01/08/2005,BIRTH
A000005002,CATTLE,F000000012,01/08/2005,BIRTH
A000005003,CATTLE,F000000012,01/08/2005,BIRTH
A000005004,CATTLE,F000000012,01/08/2005,BIRTH
A000005005,CATTLE,F000000013,01/08/2005,BIRTH
A000005006,CATTLE,F000000013,01/08/2005,BIRTH
A000005007,CATTLE,F000000014,01/08/2005,BIRTH
A000005008,CATTLE,F000000014,01/08/2005,BIRTH
A000005009,CATTLE,F000000014,01/08/2005,BIRTH
A000005010,CATTLE,F000000015,01/08/2005,BIRTH
A000005011,CATTLE,F000000015,01/08/2005,BIRTH
A000005012,CATTLE,F000000016,01/08/2005,BIRTH
A000005013,CATTLE,F000000016,01/08/2005,BIRTH
A000005014,CATTLE,F000000016,01/08/2005,BIRTH
A000005015,CATTLE,F000000016,01/08/2005,BIRTH
A000005016,CATTLE,F000000016,01/08/2005,BIRTH
A000005017,CATTLE,F000000016,01/08/2005,BIRTH
A000005018,CATTLE,F000000016,01/08/2005,BIRTH
A000005019,CATTLE,F000000016,01/08/2005,BIRTH
A000005020,CATTLE,F000000017,01/08/2005,BIRTH
A000005021,CATTLE,F000000017,01/08/2005,BIRTH
A000005022,CATTLE,F000000018,01/08/2005,BIRTH
A000005023,CATTLE,F000000018,01/08/2005,BIRTH
A000005024,CATTLE,F000000018,01/08/2005,BIRTH
A000005025,CATTLE,F000000018,01/08/2005,BIRTH
A000005026,CATTLE,F000000018,01/08/2005,BIRTH
A000005027,CATTLE,F000000018,01/08/2005,BIRTH
A000005028,CATTLE,F000000018,01/08/2005,BIRTH
A000005029,CATTLE,F000000018,01/08/2005,BIRTH
A000005030,CATTLE,F000000019,01/08/2005,BIRTH
A000005031,CATTLE,F000000019,01/08/2005,BIRTH
A000005032,CATTLE,F000000019,01/08/2005,BIRTH
A000005033,CATTLE,F000000020,01/08/2005,BIRTH
A000005034,CATTLE,F000000001,01/09/2005,BIRTH
A000005035,CATTLE,F000000001,01/09/2005,BIRTH
A000005036,CATTLE,F000000001,01/09/2005,BIRTH
A000005037,CATTLE,F000000003,01/09/2005,BIRTH
A000005038,CATTLE,F000000003,01/09/2005,BIRTH
A000005039,CATTLE,F000000003,01/09/2005,BIRTH
A000005040,CATTLE,F000000003,01/09/2005,BIRTH
A000005041,CATTLE,F000000003,01/09/2005,BIRTH
A000005042,CATTLE,F000000004,01/09/2005,BIRTH
A000005043,CATTLE,F000000004,01/09/2005,BIRTH
A000005044,CATTLE,F000000004,01/09/2005,BIRTH
A000005045,CATTLE,F000000004,01/09/2005,BIRTH
A000005046,CATTLE,F000000004,01/09/2005,BIRTH
A000005047,CATTLE,F000000004,01/09/2005,BIRTH
A000005048,CATTLE,F000000005,01/09/2005,BIRTH
A000005049,CATTLE,F000000005,01/09/2005,BIRTH
A000005050,CATTLE,F000000005,01/09/2005,BIRTH
A000005051,CATTLE,F000000005,01/09/2005,BIRTH
A000005052,CATTLE,F000000005,01/09/2005,BIRTH
A000005053,CATTLE,F000000005,01/09/2005,BIRTH
A000005054,CATTLE,F000000005,01/09/2005,BIRTH
A000005055,CATTLE,F000000005,01/09/2005,BIRTH
A000005056,CATTLE,F000000005,01/09/2005,BIRTH
A000005057,CATTLE,F000000006,01/09/2005,BIRTH
A000005058,CATTLE,F000000006,01/09/2005,BIRTH
A000005059,CATTLE,F000000006,01/09/2005,BIRTH
A000005060,CATTLE,F000000006,01/09/2005,BIRTH
A000005061,CATTLE,F000000006,01/09/2005,BIRTH
A000005062,CATTLE,F000000006,01/09/2005,BIRTH
A000005063,CATTLE,F000000006,01/09/2005,BIRTH
A000005064,CATTLE,F000000006,01/09/2005,BIRTH
A000005065,CATTLE,F000000006,01/09/2005,BIRTH
A000005066,CATTLE,F000000007,01/09/2005,BIRTH
A000005067,CATTLE,F000000007,01/09/2005,BIRTH
A000005068,CATTLE,F000000007,01/09/2005,BIRTH
A000005069,CATTLE,F000000007,01/09/2005,BIRTH
A000005070,CATTLE,F000000007,01/09/2005,BIRTH
A000005071,CATTLE,F000000007,01/09/2005,BIRTH
A000005072,CATTLE,F000000008,01/09/2005,BIRTH
A000005073,CATTLE,F000000008,01/09/2005,BIRTH
A000005074,CATTLE,F000000008,01/09/2005,BIRTH
A000005075,CATTLE,F000000008,01/09/2005,BIRTH
A000005076,CATTLE,F000000008,01/09/2005,BIRTH
