FarmID,Easting,Northing,NumberOfAnimals,Date
F000000010,7140505,2988334,119,01/04/2005
F000000011,5894763,6324997,139,01/04/2005
F000000012,8845659,5818326,118,01/04/2005
F000000013,3602706,8294563,190,01/04/2005
F000000014,7468409,8545046,104,01/04/2005
F000000015,1243535,0028613,125,01/04/2005
F000000016,2505107,4263288,122,01/04/2005
F000000017,9365110,5843056,162,01/04/2005
F000000018,5026832,0856055,139,01/04/2005
F000000019,1441952,4293096,89,01/04/2005
F000000020,6389069,5888759,126,01/04/2005
F000000001,8504923,4298381,126,01/05/2005
F000000002,9947451,0628487,148,01/05/2005
F000000003,6762147,2047726,144,01/05/2005
F000000004,2920263,2285626,169,01/05/2005
F000000005,1945489,8398813,112,01/05/2005
F000000006,1895172,0258054,134,01/05/2005
F000000007,3053531,6199263,128,01/05/2005
F000000008,2911218,5549348,164,01/05/2005
F000000009,8560659,0358773,113,01/05/2005
F000000010,7140505,2988334,125,01/05/2005
F000000011,5894763,6324997,145,01/05/2005
F000000012,8845659,5818326,119,01/05/2005
F000000013,3602706,8294563,198,01/05/2005
F000000014,7468409,8545046,112,01/05/2005
F000000015,1243535,0028613,132,01/05/2005
F000000016,2505107,4263288,126,01/05/2005
F000000017,9365110,5843056,165,01/05/2005
F000000018,5026832,0856055,145,01/05/2005
F000000019,1441952,4293096,97,01/05/2005
F000000020,6389069,5888759,129,01/05/2005
F000000001,8504923,4298381,128,01/06/2005
F000000002,9947451,0628487,152,01/06/2005
F000000003,6762147,2047726,149,01/06/2005
F000000004,2920263,2285626,170,01/06/2005
F000000005,1945489,8398813,118,01/06/2005
F000000006,1895172,0258054,137,01/06/2005
F000000007,3053531,6199263,136,01/06/2005
F000000008,2911218,5549348,171,01/06/2005
F000000009,8560659,0358773,117,01/06/2005
F000000010,7140505,2988334,131,01/06/2005
F000000011,5894763,6324997,145,01/06/2005
F000000012,8845659,5818326,125,01/06/2005
F000000013,3602706,8294563,201,01/06/2005
F000000014,7468409,8545046,114,01/06/2005
F000000015,1243535,0028613,141,01/06/2005
F000000016,2505107,4263288,132,01/06/2005
F000000017,9365110,5843056,171,01/06/2005
F000000018,5026832,0856055,150,01/06/2005
F000000019,1441952,4293096,106,01/06/2005
F000000020,6389069,5888759,137,01/06/2005
F000000001,8504923,4298381,132,01/07/2005
F000000002,9947451,0628487,161,01/07/2005
F000000003,6762147,2047726,156,01/07/2005
F000000004,2920263,2285626,179,01/07/2005
F000000005,1945489,8398813,119,01/07/2005
F000000006,1895172,0258054,138,01/07/2005
F000000007,3053531,6199263,138,01/07/2005
F000000008,2911218,5549348,180,01/07/2005
F000000009,8560659,0358773,124,01/07/2005
F000000010,7140505,2988334,140,01/07/2005
F000000011,5894763,6324997,151,01/07/2005
F000000012,8845659,5818326,134,01/07/2005
F000000013,3602706,8294563,209,01/07/2005
F000000014,7468409,8545046,118,01/07/2005
F000000015,1243535,0028613,143,01/07/2005
F000000016,2505107,4263288,139,01/07/2005
F000000017,9365110,5843056,175,01/07/2005
F000000018,5026832,0856055,167,01/07/2005
F000000019,1441952,4293096,115,01/07/2005
F000000020,6389069,5888759,134,01/07/2005
F000000001,8504923,4298381,138,01/08/2005
F000000002,9947451,0628487,163,01/08/2005
F000000003,6762147,2047726,161,01/08/2005
F000000004,2920263,2285626,179,01/08/2005
F000000005,1945489,8398813,124,01/08/2005
F000000006,1895172,0258054,147,01/08/2005
F000000007,3053531,6199263,139,01/08/2005
F000000008,2911218,5549348,188,01/08/2005
F000000009,8560659,0358773,124,01/08/2005
F000000010,7140505,2988334,147,01/08/2005
F000000011,5894763,6324997,157,01/08/2005
F000000012,8845659,5818326,137,01/08/2005
F000000013,3602706,8294563,211,01/08/2005
F000000014,7468409,8545046,121,01/08/2005
F000000015,1243535,0028613,145,01/08/2005
F000000016,2505107,4263288,147,01/08/2005
F000000017,9365110,5843056,177,01/08/2005
F000000018,5026832,0856055,175,01/08/2005
F000000019,1441952,4293096,118,01/08/2005
F000000020,6389069,5888759,135,01/08/2005
F000000001,8504923,4298381,141,01/09/2005
F000000002,9947451,0628487,163,01/09/2005
F000000003,6762147,2047726,166,01/09/2005
F000000004,2920263,2285626,185,01/09/2005
F000000005,1945489,8398813,133,01/09/2005
F000000006,1895172,0258054,156,01/09/2005
F000000007,3053531,6199263,145,01/09/2005
F000000008,2911218,5549348,193,01/09/2005
F000000009,8560659,0358773,128,01/09/2005
F000000010,7140505,2988334,156,01/09/2005
F000000011,5894763,6324997,162,01/09/2005
F000000012,8845659,5818326,126,01/09/2005
F000000013,3602706,8294563,232,01/09/2005
F000000014,7468409,8545046,129,01/09/2005
F000000015,1243535,0028613,146,01/09/2005
F000000016,2505107,4263288,151,01/09/2005
F000000017,9365110,5843056,185,01/09/2005
F000000018,5026832,0856055,176,01/09/2005
F000000019,1441952,4293096,121,01/09/2005
F000000020,6389069,5888759,137,01/09/2005
F000000001,8504923,4298381,143,01/10/2005
F000000002,9947451,0628487,172,01/10/2005
F000000003,6762147,2047726,168,01/10/2005
F000000004,2920263,2285626,185,01/10/2005
F000000005,1945489,8398813,134,01/10/2005
F000000006,1895172,0258054,163,01/10/2005
F000000007,3053531,6199263,149,01/10/2005
F000000008,2911218,5549348,198,01/10/2005
F000000009,8560659,0358773,129,01/10/2005
F000000010,7140505,2988334,158,01/10/2005
F000000011,5894763,6324997,167,01/10/2005
F000000012,8845659,5818326,127,01/10/2005
F000000013,3602706,8294563,237,01/10/2005
F000000014,7468409,8545046,131,01/10/2005
F000000015,1243535,0028613,152,01/10/2005
F000000016,2505107,4263288,158,01/10/2005
F000000017,9365110,5843056,193,01/10/2005
F000000018,5026832,0856055,176,01/10/2005
F000000019,1441952,4293096,147,01/10/2005
F000000020,6389069,5888759,118,01/10/2005
F000000001,8504923,4298381,143,01/11/2005
F000000002,9947451,0628487,172,01/11/2005
F000000003,6762147,2047726,168,01/11/2005
F000000004,2920263,2285626,185,01/11/2005
F000000005,1945489,8398813,117,01/11/2005
F000000006,1895172,0258054,180,01/11/2005
F000000007,3053531,6199263,149,01/11/2005
F000000008,2911218,5549348,198,01/11/2005
F000000009,8560659,0358773,129,01/11/2005
F000000010,7140505,2988334,158,01/11/2005
F000000011,5894763,6324997,167,01/11/2005
F000000012,8845659,5818326,127,01/11/2005
F000000013,3602706,8294563,237,01/11/2005
F000000014,7468409,8545046,131,01/11/2005
F000000015,1243535,0028613,152,01/11/2005
F000000016,2505107,4263288,158,01/11/2005
F000000017,9365110,5843056,193,01/11/2005
F000000018,5026832,0856055,176,01/11/2005
F000000019,1441952,4293096,147,01/11/2005
F000000020,6389069,5888759,118,01/11/2005
F000000001,8504923,4298381,143,01/12/2005
F000000002,9947451,0628487,172,01/12/2005
F000000003,6762147,2047726,168,01/12/2005
F000000004,2920263,2285626,185,01/12/2005
F000000005,1945489,8398813,117,01/12/2005
F000000006,1895172,0258054,180,01/12/2005
F000000007,3053531,6199263,149,01/12/2005
F000000008,2911218,5549348,198,01/12/2005
F000000009,8560659,0358773,129,01/12/2005
F000000010,7140505,2988334,158,01/12/2005
F000000011,5894763,6324997,167,01/12/2005
F000000012,8845659,5818326,127,01/12/2005
F000000013,3602706,8294563,237,01/12/2005
F000000014,7468409,8545046,131,01/12/2005
F000000015,1243535,0028613,152,01/12/2005
F000000016,2505107,4263288,158,01/12/2005
F000000017,9365110,5843056,193,01/12/2005
F000000018,5026832,0856055,176,01/12/2005
F000000019,1441952,4293096,147,01/12/2005
F000000020,6389069,5888759,118,01/12/2005
F000000001,8504923,4298381,143,01/01/2006
F000000002,9947451,0628487,172,01/01/2006
F000000003,6762147,2047726,168,01/01/2006
F000000004,2920263,2285626,185,01/01/2006
F000000005,1945489,8398813,117,01/01/2006
F000000006,1895172,0258054,180,01/01/2006
F000000007,3053531,6199263,149,01/01/2006
F000000008,2911218,5549348,198,01/01/2006
F000000009,8560659,0358773,129,01/01/2006
F000000010,7140505,2988334,158,01/01/2006
F000000011,5894763,6324997,167,01/01/2006
F000000012,8845659,5818326,127,01/01/2006
F000000013,3602706,8294563,237,01/01/2006
F000000014,7468409,8545046,131,01/01/2006
F000000015,1243535,0028613,152,01/01/2006
F000000016,2505107,4263288,158,01/01/2006
F000000017,9365110,5843056,193,01/01/2006
F000000018,5026832,0856055,176,01/01/2006
F000000019,1441952,4293096,147,01/01/2006
F000000020,6389069,5888759,118,01/01/2006
F000000001,8504923,4298381,143,01/02/2006
F000000002,9947451,0628487,172,01/02/2006
F000000003,6762147,2047726,168,01/02/2006
F000000004,2920263,2285626,185,01/02/2006
F000000005,1945489,8398813,136,01/02/2006
F000000006,1895172,0258054,180,01/02/2006
F000000007,3053531,6199263,149,01/02/2006
F000000008,2911218,5549348,198,01/02/2006
F000000009,8560659,0358773,129,01/02/2006
F000000010,7140505,2988334,158,01/02/2006
F000000011,5894763,6324997,167,01/02/2006
F000000012,8845659,5818326,108,01/02/2006
F000000013,3602706,8294563,237,01/02/2006
F000000014,7468409,8545046,131,01/02/2006
F000000015,1243535,0028613,152,01/02/2006
F000000016,2505107,4263288,158,01/02/2006
F000000017,9365110,5843056,193,01/02/2006
F000000018,5026832,0856055,176,01/02/2006
F000000019,1441952,4293096,147,01/02/2006
F000000020,6389069,5888759,118,01/02/2006
F000000001,8504923,4298381,162,01/03/2006
F000000002,9947451,0628487,172,01/03/2006
F000000003,6762147,2047726,168,01/03/2006
F000000004,2920263,2285626,185,01/03/2006
F000000005,1945489,8398813,136,01/03/2006
F000000006,1895172,0258054,180,01/03/2006
F000000007,3053531,6199263,149,01/03/2006
F000000008,2911218,5549348,198,01/03/2006
F000000009,8560659,0358773,129,01/03/2006
F000000010,7140505,2988334,158,01/03/2006
F000000011,5894763,6324997,167,01/03/2006
F000000012,8845659,5818326,108,01/03/2006
F000000013,3602706,8294563,218,01/03/2006
F000000014,7468409,8545046,131,01/03/2006
F000000015,1243535,0028613,152,01/03/2006
F000000016,2505107,4263288,158,01/03/2006
F000000017,9365110,5843056,193,01/03/2006
F000000018,5026832,0856055,176,01/03/2006
F000000019,1441952,4293096,147,01/03/2006
F000000020,6389069,5888759,118,01/03/2006
F000000001,8504923,4298381,162,01/04/2006
F000000002,9947451,0628487,172,01/04/2006
F000000003,6762147,2047726,168,01/04/2006
F000000004,2920263,2285626,185,01/04/2006
F000000005,1945489,8398813,136,01/04/2006
F000000006,1895172,0258054,180,01/04/2006
F000000007,3053531,6199263,136,01/04/2006
F000000008,2911218,5549348,211,01/04/2006
F000000009,8560659,0358773,129,01/04/2006
F000000010,7140505,2988334,158,01/04/2006
F000000011,5894763,6324997,167,01/04/2006
F000000012,8845659,5818326,108,01/04/2006
F000000013,3602706,8294563,218,01/04/2006
F000000014,7468409,8545046,131,01/04/2006
F000000015,1243535,0028613,152,01/04/2006
F000000016,2505107,4263288,158,01/04/2006
F000000017,9365110,5843056,193,01/04/2006
F000000018,5026832,0856055,176,01/04/2006
F000000019,1441952,4293096,147,01/04/2006
F000000020,6389069,5888759,118,01/04/2006
F000000001,8504923,4298381,166,01/05/2006
F000000002,9947451,0628487,153,01/05/2006
F000000003,6762147,2047726,189,01/05/2006
F000000004,2920263,2285626,185,01/05/2006
F000000005,1945489,8398813,139,01/05/2006
F000000006,1895172,0258054,189,01/05/2006
F000000007,3053531,6199263,141,01/05/2006
F000000008,2911218,5549348,220,01/05/2006
F000000009,8560659,0358773,136,01/05/2006
F000000010,7140505,2988334,160,01/05/2006
F000000011,5894763,6324997,173,01/05/2006
F000000012,8845659,5818326,115,01/05/2006
F000000013,3602706,8294563,227,01/05/2006
F000000014,7468409,8545046,131,01/05/2006
F000000015,1243535,0028613,161,01/05/2006
F000000016,2505107,4263288,162,01/05/2006
F000000017,9365110,5843056,201,01/05/2006
F000000018,5026832,0856055,178,01/05/2006
F000000019,1441952,4293096,154,01/05/2006
F000000020,6389069,5888759,121,01/05/2006
F000000001,8504923,4298381,175,01/06/2006
F000000002,9947451,0628487,161,01/06/2006
F000000003,6762147,2047726,194,01/06/2006
F000000004,2920263,2285626,187,01/06/2006
F000000005,1945489,8398813,145,01/06/2006
F000000006,1895172,0258054,195,01/06/2006
F000000007,3053531,6199263,142,01/06/2006
F000000008,2911218,5549348,223,01/06/2006
F000000009,8560659,0358773,141,01/06/2006
F000000010,7140505,2988334,166,01/06/2006
F000000011,5894763,6324997,173,01/06/2006
F000000012,8845659,5818326,122,01/06/2006
F000000013,3602706,8294563,230,01/06/2006
F000000014,7468409,8545046,138,01/06/2006
F000000015,1243535,0028613,169,01/06/2006
F000000016,2505107,4263288,163,01/06/2006
F000000017,9365110,5843056,210,01/06/2006
F000000018,5026832,0856055,182,01/06/2006
F000000019,1441952,4293096,159,01/06/2006
F000000020,6389069,5888759,128,01/06/2006
F000000001,8504923,4298381,176,01/07/2006
F000000002,9947451,0628487,169,01/07/2006
F000000003,6762147,2047726,203,01/07/2006
F000000004,2920263,2285626,187,01/07/2006
F000000005,1945489,8398813,154,01/07/2006
F000000006,1895172,0258054,195,01/07/2006
F000000007,3053531,6199263,143,01/07/2006
F000000008,2911218,5549348,230,01/07/2006
F000000009,8560659,0358773,149,01/07/2006
F000000010,7140505,2988334,174,01/07/2006
F000000011,5894763,6324997,181,01/07/2006
F000000012,8845659,5818326,131,01/07/2006
F000000013,3602706,8294563,233,01/07/2006
F000000014,7468409,8545046,144,01/07/2006
F000000015,1243535,0028613,172,01/07/2006
F000000016,2505107,4263288,170,01/07/2006
F000000017,9365110,5843056,197,01/07/2006
F000000018,5026832,0856055,209,01/07/2006
F000000019,1441952,4293096,159,01/07/2006
F000000020,6389069,5888759,128,01/07/2006
F000000001,8504923,4298381,183,01/08/2006
F000000002,9947451,0628487,169,01/08/2006
F000000003,6762147,2047726,209,01/08/2006
F000000004,2920263,2285626,191,01/08/2006
F000000005,1945489,8398813,154,01/08/2006
F000000006,1895172,0258054,199,01/08/2006
F000000007,3053531,6199263,126,01/08/2006
F000000008,2911218,5549348,252,01/08/2006
F000000009,8560659,0358773,157,01/08/2006
F000000010,7140505,2988334,180,01/08/2006
F000000011,5894763,6324997,184,01/08/2006
F000000012,8845659,5818326,139,01/08/2006
F000000013,3602706,8294563,242,01/08/2006
F000000014,7468409,8545046,144,01/08/2006
F000000015,1243535,0028613,174,01/08/2006
F000000016,2505107,4263288,170,01/08/2006
F000000017,9365110,5843056,202,01/08/2006
F000000018,5026832,0856055,213,01/08/2006
F000000019,1441952,4293096,160,01/08/2006
F000000020,6389069,5888759,137,01/08/2006
F000000001,8504923,4298381,183,01/09/2006
F000000002,9947451,0628487,177,01/09/2006
F000000003,6762147,2047726,216,01/09/2006
F000000004,2920263,2285626,193,01/09/2006
F000000005,1945489,8398813,155,01/09/2006
F000000006,1895172,0258054,205,01/09/2006
F000000007,3053531,6199263,135,01/09/2006
F000000008,2911218,5549348,254,01/09/2006
F000000009,8560659,0358773,166,01/09/2006
F000000010,7140505,2988334,189,01/09/2006
F000000011,5894763,6324997,189,01/09/2006
F000000012,8845659,5818326,139,01/09/2006
F000000013,3602706,8294563,250,01/09/2006
F000000014,7468409,8545046,149,01/09/2006
F000000015,1243535,0028613,175,01/09/2006
F000000016,2505107,4263288,170,01/09/2006
F000000017,9365110,5843056,209,01/09/2006
F000000018,5026832,0856055,217,01/09/2006
F000000019,1441952,4293096,165,01/09/2006
F000000020,6389069,5888759,139,01/09/2006
F000000001,8504923,4298381,183,01/10/2006
F000000002,9947451,0628487,182,01/10/2006
F000000003,6762147,2047726,219,01/10/2006
F000000004,2920263,2285626,194,01/10/2006
F000000005,1945489,8398813,156,01/10/2006
F000000006,1895172,0258054,221,01/10/2006
F000000007,3053531,6199263,142,01/10/2006
F000000008,2911218,5549348,260,01/10/2006
F000000009,8560659,0358773,172,01/10/2006
F000000010,7140505,2988334,196,01/10/2006
F000000011,5894763,6324997,194,01/10/2006
F000000012,8845659,5818326,133,01/10/2006
F000000013,3602706,8294563,253,01/10/2006
F000000014,7468409,8545046,155,01/10/2006
F000000015,1243535,0028613,178,01/10/2006
F000000016,2505107,4263288,172,01/10/2006
F000000017,9365110,5843056,215,01/10/2006
F000000018,5026832,0856055,222,01/10/2006
F000000019,1441952,4293096,170,01/10/2006
F000000020,6389069,5888759,144,01/10/2006
F000000001,8504923,4298381,183,01/11/2006
F000000002,9947451,0628487,182,01/11/2006
F000000003,6762147,2047726,219,01/11/2006
F000000004,2920263,2285626,194,01/11/2006
F000000005,1945489,8398813,156,01/11/2006
F000000006,1895172,0258054,221,01/11/2006
F000000007,3053531,6199263,130,01/11/2006
F000000008,2911218,5549348,272,01/11/2006
F000000009,8560659,0358773,172,01/11/2006
F000000010,7140505,2988334,196,01/11/2006
F000000011,5894763,6324997,194,01/11/2006
F000000012,8845659,5818326,133,01/11/2006
F000000013,3602706,8294563,253,01/11/2006
F000000014,7468409,8545046,155,01/11/2006
F000000015,1243535,0028613,178,01/11/2006
F000000016,2505107,4263288,172,01/11/2006
F000000017,9365110,5843056,215,01/11/2006
F000000018,5026832,0856055,222,01/11/2006
F000000019,1441952,4293096,170,01/11/2006
F000000020,6389069,5888759,144,01/11/2006
F000000001,8504923,4298381,183,01/12/2006
F000000002,9947451,0628487,182,01/12/2006
F000000003,6762147,2047726,219,01/12/2006
F000000004,2920263,2285626,194,01/12/2006
F000000005,1945489,8398813,156,01/12/2006
F000000006,1895172,0258054,221,01/12/2006
F000000007,3053531,6199263,130,01/12/2006
F000000008,2911218,5549348,272,01/12/2006
F000000009,8560659,0358773,172,01/12/2006
F000000010,7140505,2988334,196,01/12/2006
F000000011,5894763,6324997,194,01/12/2006
F000000012,8845659,5818326,133,01/12/2006
F000000013,3602706,8294563,253,01/12/2006
F000000014,7468409,8545046,155,01/12/2006
F000000015,1243535,0028613,178,01/12/2006
F000000016,2505107,4263288,172,01/12/2006
F000000017,9365110,5843056,215,01/12/2006
F000000018,5026832,0856055,222,01/12/2006
F000000019,1441952,4293096,170,01/12/2006
F000000020,6389069,5888759,144,01/12/2006
F000000001,8504923,4298381,183,01/01/2007
F000000002,9947451,0628487,182,01/01/2007
F000000003,6762147,2047726,219,01/01/2007
F000000004,2920263,2285626,194,01/01/2007
F000000005,1945489,8398813,156,01/01/2007
F000000006,1895172,0258054,221,01/01/2007
F000000007,3053531,6199263,130,01/01/2007
F000000008,2911218,5549348,272,01/01/2007
F000000009,8560659,0358773,172,01/01/2007
F000000010,7140505,2988334,196,01/01/2007
F000000011,5894763,6324997,194,01/01/2007
F000000012,8845659,5818326,133,01/01/2007
F000000013,3602706,8294563,253,01/01/2007
F000000014,7468409,8545046,155,01/01/2007
F000000015,1243535,0028613,178,01/01/2007
F000000016,2505107,4263288,172,01/01/2007
F000000017,9365110,5843056,215,01/01/2007
F000000018,5026832,0856055,222,01/01/2007
F000000019,1441952,4293096,170,01/01/2007
F000000020,6389069,5888759,144,01/01/2007
F000000001,8504923,4298381,183,01/02/2007
F000000002,9947451,0628487,182,01/02/2007
F000000003,6762147,2047726,219,01/02/2007
F000000004,2920263,2285626,194,01/02/2007
F000000005,1945489,8398813,156,01/02/2007
F000000006,1895172,0258054,221,01/02/2007
F000000007,3053531,6199263,130,01/02/2007
F000000008,2911218,5549348,272,01/02/2007
F000000009,8560659,0358773,172,01/02/2007
F000000010,7140505,2988334,196,01/02/2007
F000000011,5894763,6324997,194,01/02/2007
F000000012,8845659,5818326,133,01/02/2007
F000000013,3602706,8294563,253,01/02/2007
F000000014,7468409,8545046,155,01/02/2007
F000000015,1243535,0028613,178,01/02/2007
F000000016,2505107,4263288,172,01/02/2007
F000000017,9365110,5843056,215,01/02/2007
F000000018,5026832,0856055,222,01/02/2007
F000000019,1441952,4293096,170,01/02/2007
F000000020,6389069,5888759,144,01/02/2007
F000000001,8504923,4298381,183,01/03/2007
F000000002,9947451,0628487,182,01/03/2007
F000000003,6762147,2047726,219,01/03/2007
F000000004,2920263,2285626,194,01/03/2007
F000000005,1945489,8398813,156,01/03/2007
F000000006,1895172,0258054,221,01/03/2007
F000000007,3053531,6199263,117,01/03/2007
F000000008,2911218,5549348,285,01/03/2007
F000000009,8560659,0358773,172,01/03/2007
F000000010,7140505,2988334,196,01/03/2007
F000000011,5894763,6324997,194,01/03/2007
F000000012,8845659,5818326,133,01/03/2007
F000000013,3602706,8294563,253,01/03/2007
F000000014,7468409,8545046,155,01/03/2007
F000000015,1243535,0028613,178,01/03/2007
F000000016,2505107,4263288,172,01/03/2007
F000000017,9365110,5843056,215,01/03/2007
F000000018,5026832,0856055,222,01/03/2007
F000000019,1441952,4293096,170,01/03/2007
F000000020,6389069,5888759,144,01/03/2007
F000000001,8504923,4298381,183,01/04/2007
F000000002,9947451,0628487,182,01/04/2007
F000000003,6762147,2047726,219,01/04/2007
F000000004,2920263,2285626,194,01/04/2007
F000000005,1945489,8398813,156,01/04/2007
F000000006,1895172,0258054,221,01/04/2007
F000000007,3053531,6199263,117,01/04/2007
F000000008,2911218,5549348,285,01/04/2007
F000000009,8560659,0358773,172,01/04/2007
F000000010,7140505,2988334,196,01/04/2007
F000000011,5894763,6324997,194,01/04/2007
F000000012,8845659,5818326,133,01/04/2007
F000000013,3602706,8294563,233,01/04/2007
F000000014,7468409,8545046,175,01/04/2007
F000000015,1243535,0028613,178,01/04/2007
F000000016,2505107,4263288,172,01/04/2007
F000000017,9365110,5843056,215,01/04/2007
F000000018,5026832,0856055,222,01/04/2007
F000000019,1441952,4293096,170,01/04/2007
F000000020,6389069,5888759,144,01/04/2007
F000000001,8504923,4298381,209,01/05/2007
F000000002,9947451,0628487,189,01/05/2007
F000000003,6762147,2047726,228,01/05/2007
F000000004,2920263,2285626,194,01/05/2007
F000000005,1945489,8398813,157,01/05/2007
F000000006,1895172,0258054,230,01/05/2007
F000000007,3053531,6199263,123,01/05/2007
F000000008,2911218,5549348,285,01/05/2007
F000000009,8560659,0358773,172,01/05/2007
F000000010,7140505,2988334,198,01/05/2007
F000000011,5894763,6324997,198,01/05/2007
F000000012,8845659,5818326,135,01/05/2007
F000000013,3602706,8294563,242,01/05/2007
F000000014,7468409,8545046,177,01/05/2007
F000000015,1243535,0028613,184,01/05/2007
F000000016,2505107,4263288,155,01/05/2007
F000000017,9365110,5843056,219,01/05/2007
F000000018,5026832,0856055,223,01/05/2007
F000000019,1441952,4293096,177,01/05/2007
F000000020,6389069,5888759,145,01/05/2007
F000000001,8504923,4298381,217,01/06/2007
F000000002,9947451,0628487,196,01/06/2007
F000000003,6762147,2047726,235,01/06/2007
F000000004,2920263,2285626,196,01/06/2007
F000000005,1945489,8398813,166,01/06/2007
F000000006,1895172,0258054,234,01/06/2007
F000000007,3053531,6199263,131,01/06/2007
F000000008,2911218,5549348,291,01/06/2007
F000000009,8560659,0358773,174,01/06/2007
F000000010,7140505,2988334,203,01/06/2007
F000000011,5894763,6324997,200,01/06/2007
F000000012,8845659,5818326,136,01/06/2007
F000000013,3602706,8294563,248,01/06/2007
F000000014,7468409,8545046,178,01/06/2007
F000000015,1243535,0028613,193,01/06/2007
F000000016,2505107,4263288,159,01/06/2007
F000000017,9365110,5843056,228,01/06/2007
F000000018,5026832,0856055,229,01/06/2007
F000000019,1441952,4293096,183,01/06/2007
F000000020,6389069,5888759,149,01/06/2007
F000000001,8504923,4298381,225,01/07/2007
F000000002,9947451,0628487,200,01/07/2007
F000000003,6762147,2047726,237,01/07/2007
F000000004,2920263,2285626,202,01/07/2007
F000000005,1945489,8398813,171,01/07/2007
F000000006,1895172,0258054,239,01/07/2007
F000000007,3053531,6199263,131,01/07/2007
F000000008,2911218,5549348,293,01/07/2007
F000000009,8560659,0358773,174,01/07/2007
F000000010,7140505,2988334,210,01/07/2007
F000000011,5894763,6324997,209,01/07/2007
F000000012,8845659,5818326,130,01/07/2007
F000000013,3602706,8294563,266,01/07/2007
F000000014,7468409,8545046,181,01/07/2007
F000000015,1243535,0028613,198,01/07/2007
F000000016,2505107,4263288,161,01/07/2007
F000000017,9365110,5843056,231,01/07/2007
F000000018,5026832,0856055,230,01/07/2007
F000000019,1441952,4293096,183,01/07/2007
F000000020,6389069,5888759,150,01/07/2007
F000000001,8504923,4298381,229,01/08/2007
F000000002,9947451,0628487,207,01/08/2007
F000000003,6762147,2047726,244,01/08/2007
F000000004,2920263,2285626,209,01/08/2007
F000000005,1945489,8398813,178,01/08/2007
F000000006,1895172,0258054,241,01/08/2007
F000000007,3053531,6199263,139,01/08/2007
F000000008,2911218,5549348,296,01/08/2007
F000000009,8560659,0358773,182,01/08/2007
F000000010,7140505,2988334,218,01/08/2007
F000000011,5894763,6324997,210,01/08/2007
F000000012,8845659,5818326,133,01/08/2007
F000000013,3602706,8294563,273,01/08/2007
F000000014,7468409,8545046,184,01/08/2007
F000000015,1243535,0028613,207,01/08/2007
F000000016,2505107,4263288,168,01/08/2007
F000000017,9365110,5843056,233,01/08/2007
F000000018,5026832,0856055,231,01/08/2007
F000000019,1441952,4293096,191,01/08/2007
F000000020,6389069,5888759,156,01/08/2007
F000000001,8504923,4298381,238,01/09/2007
F000000002,9947451,0628487,209,01/09/2007
F000000003,6762147,2047726,244,01/09/2007
F000000004,2920263,2285626,214,01/09/2007
F000000005,1945489,8398813,178,01/09/2007
F000000006,1895172,0258054,243,01/09/2007
F000000007,3053531,6199263,144,01/09/2007
F000000008,2911218,5549348,297,01/09/2007
F000000009,8560659,0358773,186,01/09/2007
F000000010,7140505,2988334,223,01/09/2007
F000000011,5894763,6324997,236,01/09/2007
F000000012,8845659,5818326,136,01/09/2007
F000000013,3602706,8294563,281,01/09/2007
F000000014,7468409,8545046,188,01/09/2007
F000000015,1243535,0028613,207,01/09/2007
F000000016,2505107,4263288,177,01/09/2007
F000000017,9365110,5843056,242,01/09/2007
F000000018,5026832,0856055,240,01/09/2007
F000000019,1441952,4293096,193,01/09/2007
F000000020,6389069,5888759,143,01/09/2007
F000000001,8504923,4298381,246,01/10/2007
F000000002,9947451,0628487,216,01/10/2007
F000000003,6762147,2047726,247,01/10/2007
F000000004,2920263,2285626,221,01/10/2007
F000000005,1945489,8398813,184,01/10/2007
F000000006,1895172,0258054,244,01/10/2007
F000000007,3053531,6199263,149,01/10/2007
F000000008,2911218,5549348,298,01/10/2007
F000000009,8560659,0358773,193,01/10/2007
F000000010,7140505,2988334,229,01/10/2007
F000000011,5894763,6324997,244,01/10/2007
F000000012,8845659,5818326,139,01/10/2007
F000000013,3602706,8294563,287,01/10/2007
F000000014,7468409,8545046,197,01/10/2007
F000000015,1243535,0028613,215,01/10/2007
F000000016,2505107,4263288,186,01/10/2007
F000000017,9365110,5843056,251,01/10/2007
F000000018,5026832,0856055,248,01/10/2007
F000000019,1441952,4293096,202,01/10/2007
F000000020,6389069,5888759,143,01/10/2007
F000000001,8504923,4298381,246,01/11/2007
F000000002,9947451,0628487,216,01/11/2007
F000000003,6762147,2047726,247,01/11/2007
F000000004,2920263,2285626,221,01/11/2007
F000000005,1945489,8398813,184,01/11/2007
F000000006,1895172,0258054,244,01/11/2007
F000000007,3053531,6199263,137,01/11/2007
F000000008,2911218,5549348,310,01/11/2007
F000000009,8560659,0358773,193,01/11/2007
F000000010,7140505,2988334,229,01/11/2007
F000000011,5894763,6324997,244,01/11/2007
F000000012,8845659,5818326,139,01/11/2007
F000000013,3602706,8294563,287,01/11/2007
F000000014,7468409,8545046,197,01/11/2007
F000000015,1243535,0028613,215,01/11/2007
F000000016,2505107,4263288,186,01/11/2007
F000000017,9365110,5843056,251,01/11/2007
F000000018,5026832,0856055,248,01/11/2007
F000000019,1441952,4293096,202,01/11/2007
F000000020,6389069,5888759,143,01/11/2007
F000000001,8504923,4298381,246,01/12/2007
F000000002,9947451,0628487,216,01/12/2007
F000000003,6762147,2047726,247,01/12/2007
F000000004,2920263,2285626,221,01/12/2007
